District Name,District Code,Locale,Teacher % Retained,Year,Retention Category,Total Expenditures per Pupil,Adjusted Total Expenditures per Pupil,Adjusted Expenditures Category,Average Salary,Adjusted Average Salary,Adjusted Salary Category,Average Class Size,Class Size Category
reading,2460000,Suburban,88.6,2011,medium,10975.88,10798.780007870900,low,64129.0,63094.254230617900,low,20.7,large
revere,2480000,Suburban,90.5,2011,high,13346.96,13131.601731601700,low,74594.0,73390.39748130660,high,18.8,medium
richmond,2490000,Rural,90.9,2011,high,15950.85,15693.476977567900,medium,88340.0,86914.60055096420,high,15.8,small
rochester,2500000,Rural,92.5,2011,high,11593.92,11406.84769775680,low,77806.0,76550.57064147970,high,18.9,medium
rockland,2510000,Suburban,89.9,2011,medium,12895.32,12687.249114521800,low,73421.0,72236.32428177880,high,19.8,large
rockport,2520000,Suburban,95.5,2011,high,14617.75,14381.887052341600,medium,72438.0,71269.18536009450,high,16.2,small
rowe,2530000,Rural,78.6,2011,low,20927.31,20589.639905549,high,60796.0,59815.03345139710,low,9.0,small
salem,2580000,Suburban,87.5,2011,medium,14628.28,14392.247146792600,medium,69892.0,68764.26603699330,medium,15.4,small
sandwich,2610000,Suburban,93.4,2011,high,11410.27,11226.16096025190,low,64939.0,63891.184573002800,medium,19.3,large
saugus,2620000,Suburban,89.6,2011,medium,12740.07,12534.504132231400,low,65695.0,64634.98622589530,medium,20.1,large
savoy,2630000,Rural,71.4,2011,low,12159.44,11963.242817788300,low,44898.0,44173.55371900830,low,5.7,small
scituate,2640000,Suburban,93.9,2011,high,11381.38,11197.737111373500,low,74936.0,73726.87918142460,high,31.8,large
seekonk,2650000,Suburban,92.3,2011,high,11693.46,11504.78158205430,low,71023.0,69877.01692247150,medium,19.5,large
shawsheen valley regional vocational technical,8710000,Suburban,91.9,2011,high,17837.65,17549.832743014600,high,77074.0,75830.38173947270,high,17.9,medium
sherborn,2690000,Rural,97.1,2011,high,15128.85,14884.74025974030,medium,92381.0,90890.39748130660,high,18.1,medium
shrewsbury,2710000,Suburban,88.9,2011,medium,10803.86,10629.535615899300,low,72532.0,71361.66863439590,high,21.8,large
shutesbury,2720000,Rural,88.2,2011,medium,15612.2,15360.291223927600,medium,57637.0,56707.00511609600,low,18.1,medium
silver lake,7600000,Suburban,85.4,2011,low,12777.67,12571.497441952000,low,79690.0,78404.17158598980,high,20.2,large
somerville,2740000,Suburban,91.2,2011,high,16107.62,15847.717434081100,medium,80144.0,78850.8461235734,high,16.7,small
south hadley,2780000,Suburban,90.2,2011,medium,12790.42,12584.041715859900,low,64819.0,63773.120818575400,medium,17.0,medium
south middlesex regional vocational technical,8290000,Urban,78.1,2011,low,24695.35,24296.881149153900,high,72652.0,71479.7323888233,high,14.0,small
south shore regional vocational technical,8730000,Suburban,94.9,2011,high,18263.36,17968.673750491900,high,72013.0,70851.04289649740,high,12.8,small
southampton,2750000,Suburban,87.8,2011,medium,9889.86,9730.283353010630,low,64206.0,63170.01180637540,low,18.2,medium
southborough,2760000,Suburban,91.4,2011,high,13830.91,13607.743014561200,low,75961.0,74735.3404171586,high,17.4,medium
southbridge,2770000,Rural,80.0,2011,low,13214.81,13001.584022038600,low,58909.0,57958.48091302640,low,16.6,small
southeastern regional vocational technical,8720000,Suburban,92.4,2011,high,19105.39,18797.11727666270,high,72557.0,71386.26524990160,high,14.0,small
southern berkshire,7650000,Rural,82.4,2011,low,14660.83,14424.271940181000,medium,60357.0,59383.11688311690,low,13.6,small
southern worcester county regional vocational technical,8760000,Rural,91.1,2011,high,16938.04,16664.73829201100,medium,66864.0,65785.12396694220,medium,13.5,small
spencer-e brookfield,7670000,Suburban,92.8,2011,high,12006.29,11812.563951200300,low,63382.0,62359.307359307400,low,25.8,large
springfield,2810000,Urban,85.3,2011,low,14708.47,14471.143250688700,medium,58503.0,57559.031877213700,low,16.1,small
stoneham,2840000,Suburban,87.1,2011,medium,12449.31,12248.435655253800,low,61959.0,60959.26800472260,low,16.7,small
stoughton,2850000,Suburban,89.8,2011,medium,11729.22,11539.964580873700,low,69366.0,68246.75324675320,medium,17.8,medium
sturbridge,2870000,Suburban,94.4,2011,high,11011.7,10834.022038567500,low,67781.0,66687.32782369150,medium,19.2,large
sudbury,2880000,Rural,90.7,2011,high,12358.75,12159.336875246000,low,64999.0,63950.21645021650,medium,20.5,large
sunderland,2890000,Suburban,100.0,2011,high,13646.56,13426.367571822100,low,62552.0,61542.69972451790,low,19.2,large
sutton,2900000,Rural,78.5,2011,low,10795.85,10621.654860291200,low,68529.0,67423.2585596222,medium,18.8,medium
swampscott,2910000,Suburban,90.1,2011,medium,12674.48,12469.972451790600,low,69684.0,68559.62219598580,medium,20.8,large
swansea,2920000,Suburban,95.5,2011,high,11143.97,10964.157811885100,low,61142.0,60155.45060999610,low,17.7,medium
tantasqua,7700000,Rural,92.6,2011,high,12525.98,12323.868555686700,low,75762.0,74539.55135773320,high,14.6,small
taunton,2930000,Suburban,91.1,2011,high,10824.31,10649.65564738290,low,74147.0,72950.60999606450,high,20.8,large
tewksbury,2950000,Suburban,90.9,2011,high,12067.18,11872.471467926000,low,70175.0,69042.69972451790,medium,20.2,large
tisbury,2960000,Suburban,90.5,2011,high,19010.54,18703.79771743410,high,78323.0,77059.22865013770,high,15.3,small
topsfield,2980000,Rural,91.4,2011,high,11861.87,11670.47422274700,low,67057.0,65975.0098386462,medium,16.0,small
tri county regional vocational technical,8780000,Suburban,93.2,2011,high,16671.44,16402.439984258200,medium,76025.0,74798.30775285320,high,16.7,small
triton,7730000,Rural,86.0,2011,medium,12458.75,12257.723337268800,low,71739.0,70581.4639905549,high,19.4,large
truro,3000000,Suburban,100.0,2011,high,20442.42,20112.573789846500,high,61180.0,60192.83746556470,low,18.6,medium
tyngsborough,3010000,Suburban,84.9,2011,low,11058.68,10880.243998425800,low,64795.0,63749.50806768990,medium,19.1,large
up-island regional,7740000,Rural,95.8,2011,high,22380.91,22019.78551751280,high,78540.0,77272.72727272730,high,15.5,small
upper cape cod regional vocational technical,8790000,Rural,92.2,2011,high,19395.95,19082.988980716300,high,71808.0,70649.35064935070,high,15.8,small
uxbridge,3040000,Suburban,97.0,2011,high,11530.18,11344.13616686340,low,68804.0,67693.82133018500,medium,19.4,large
wachusett,7750000,Suburban,91.3,2011,high,10170.09,10005.99173553720,low,62723.0,61710.94057457690,low,19.2,large
wakefield,3050000,Suburban,91.7,2011,high,12008.83,11815.062967335700,low,63623.0,62596.41873278240,low,19.4,large
wales,3060000,Rural,85.7,2011,low,11345.73,11162.662337662300,low,64310.0,63272.33372687920,low,19.6,large
walpole,3070000,Suburban,95.3,2011,high,11691.1,11502.45966155060,low,66024.0,64958.67768595040,medium,20.4,large
waltham,3080000,Urban,87.7,2011,medium,19741.37,19422.8354978355,high,67907.0,66811.29476584020,medium,17.7,medium
ware,3090000,Rural,82.8,2011,low,11909.68,11717.512790240100,low,56397.0,55487.01298701300,low,19.6,large
wareham,3100000,Suburban,87.5,2011,medium,12241.16,12043.644234553300,low,60231.0,59259.14994096810,low,16.6,small
watertown,3140000,Suburban,87.7,2011,medium,16007.67,15749.380165289300,medium,71129.0,69981.30657221570,medium,18.1,medium
wayland,3150000,Suburban,91.6,2011,high,15155.88,14911.33412042500,medium,84238.0,82878.78787878790,high,18.5,medium
webster,3160000,Suburban,82.4,2011,low,12429.97,12229.407713498600,low,62586.0,61576.15112160570,low,29.6,large
wellesley,3170000,Suburban,90.0,2011,medium,15421.18,15172.353404171600,medium,78731.0,77460.64541519090,high,17.6,medium
wellfleet,3180000,Suburban,85.0,2011,low,19869.5,19548.898071625300,high,62809.0,61795.55293191660,low,14.1,small
west boylston,3220000,Suburban,90.4,2011,medium,12472.38,12271.133412042500,low,74304.0,73105.07674144040,high,16.9,medium
west bridgewater,3230000,Suburban,91.1,2011,high,10395.15,10227.420306965800,low,50616.0,49799.291617473400,low,20.3,large
west springfield,3320000,Suburban,90.8,2011,high,12618.01,12414.413616686300,low,62477.0,61468.90987800080,low,17.0,medium
westborough,3210000,Suburban,89.8,2011,medium,14007.08,13781.07044470680,low,75090.0,73878.39433293980,high,18.0,medium
westfield,3250000,Suburban,93.2,2011,high,12759.81,12553.92561983470,low,60626.0,59647.77646595830,low,18.3,medium
westford,3260000,Suburban,92.8,2011,high,11178.6,10998.22904368360,low,69319.0,68200.51160960250,medium,17.9,medium
westhampton,3270000,Rural,85.7,2011,low,12731.9,12526.46595828410,low,57816.0,56883.11688311690,low,17.1,medium
weston,3300000,Suburban,89.6,2011,medium,19351.69,19039.44313262500,high,81619.0,80302.04643841010,high,23.2,large
westport,3310000,Rural,91.2,2011,high,11099.97,10920.86776859500,low,62026.0,61025.186934277800,low,21.4,large
westwood,3350000,Suburban,86.0,2011,medium,13999.0,13773.120818575400,low,72827.0,71651.90869736330,high,18.9,medium
weymouth,3360000,Suburban,88.6,2011,medium,11528.44,11342.424242424200,low,71418.0,70265.64344746160,high,21.1,large
whately,3370000,Rural,73.3,2011,low,15507.63,15257.408500590300,medium,55388.0,54494.29358520270,low,14.3,small
whitman-hanson,7800000,Suburban,89.8,2011,medium,10527.49,10357.624950806800,low,71732.0,70574.5769382133,high,23.2,large
whittier regional vocational technical,8850000,Suburban,92.1,2011,high,17420.93,17139.836678473000,high,76971.0,75729.04368358920,high,11.8,small
williamsburg,3400000,Rural,100.0,2011,high,12721.54,12516.273120818600,low,60469.0,59493.30972058250,low,17.2,medium
williamstown,3410000,Rural,97.0,2011,high,14246.06,14016.194411649000,medium,72942.0,71765.0531286895,high,16.7,small
wilmington,3420000,Suburban,92.3,2011,high,12329.92,12130.972058244800,low,64169.0,63133.608815427,low,22.2,large
winchendon,3430000,Suburban,88.7,2011,medium,11935.48,11742.896497442000,low,68762.0,67652.49901613540,medium,18.3,medium
winchester,3440000,Suburban,90.8,2011,high,11821.81,11631.060606060600,low,70128.0,68996.45808736720,medium,19.2,large
winthrop,3460000,Suburban,80.5,2011,low,11626.61,11439.010232192100,low,60257.0,59284.73042109410,low,18.8,medium
woburn,3470000,Suburban,92.1,2011,high,13413.37,13196.940181031100,low,66669.0,65593.27036599760,medium,17.8,medium
worcester,3480000,Urban,85.6,2011,low,13116.46,12904.820936639100,low,86005.0,84617.27666273120,high,25.6,large
wrentham,3500000,Suburban,93.5,2011,high,10506.36,10336.835891381300,low,67894.0,66798.50452577730,medium,21.1,large
state total,0,,88.4,2011,medium,13353.6,13138.134592680000,low,70340.0,69205.03738685560,medium,19.2,large
state total,0,,90.3,2011,medium,13353.6,13138.134592680000,low,70340.0,69205.03738685560,medium,19.2,large
abington,10000,Suburban,86.8,2012,medium,11854.92,11306.355528922400,low,69159.0,65958.79533769480,medium,24.3,large
acton,20000,Suburban,95.2,2012,high,11669.29,11129.31521343870,low,78694.0,75052.5808687887,high,22.5,large
acton-boxborough,6000000,Suburban,93.3,2012,high,13696.84,13063.044091631600,low,76779.0,73226.19394775620,high,21.5,large
acushnet,30000,Suburban,87.8,2012,medium,11532.97,10999.303169013100,low,60585.0,57781.541311098200,low,23.2,large
adams-cheshire,6030000,Rural,86.2,2012,medium,12123.13,11562.154607820700,low,69813.0,66582.53269871590,medium,16.2,small
agawam,50000,Suburban,89.6,2012,medium,13397.71,12777.755778478400,low,61706.0,58850.66911186970,low,19.2,large
amesbury,70000,Suburban,92.4,2012,high,12376.53,11803.828992045000,low,69668.0,66444.24230521730,medium,19.7,large
amherst,80000,Urban,82.4,2012,low,18388.17,17537.291482883500,high,75452.0,71960.59841553160,high,19.8,large
amherst-pelham,6050000,Urban,89.7,2012,medium,18026.05,17191.927915340800,high,76405.0,72869.50010521520,high,14.4,small
andover,90000,Suburban,88.2,2012,medium,13836.05,13195.812406658800,low,77947.0,74340.14691055830,high,20.9,large
arlington,100000,Suburban,91.5,2012,high,12602.94,12019.762288541600,low,57825.0,55149.25520036730,low,18.5,medium
ashburnham-westminster,6100000,Suburban,93.4,2012,high,12026.62,11470.110429361700,low,69124.0,65925.41489788490,medium,19.3,large
ashland,140000,Suburban,92.8,2012,high,12159.37,11596.717668926800,low,53722.0,51236.11392778440,low,19.6,large
assabet valley regional vocational technical,8010000,Suburban,95.0,2012,high,17359.51,16556.230819599300,high,72808.0,69438.94461959960,medium,15.4,small
athol-royalston,6150000,Suburban,88.2,2012,medium,13678.57,13045.619502050800,low,64258.0,61284.58003744410,low,17.6,medium
attleboro,160000,Suburban,94.4,2012,high,11528.76,10995.287978967300,low,74001.0,70576.74075369450,high,20.4,large
auburn,170000,Suburban,91.3,2012,high,12211.36,11646.301927947400,low,63846.0,60891.64457453790,low,19.3,large
avon,180000,Suburban,83.3,2012,low,12655.66,12070.042768164000,low,61970.0,59102.45300072220,low,16.2,small
ayer shirley school district,6160000,Suburban,92.2,2012,high,13080.28,12475.014263938800,low,58436.0,55731.98230676460,low,18.3,medium
barnstable,200000,Urban,91.3,2012,high,13563.68,12936.045824057400,low,75306.0,71821.35429518140,high,17.2,medium
bedford,230000,Suburban,87.6,2012,medium,16599.82,15831.694067620600,medium,79219.0,75553.2874659386,high,15.5,small
belchertown,240000,Rural,90.6,2012,high,11395.55,10868.242025050500,low,59138.0,56401.49855666790,low,18.4,medium
bellingham,250000,Suburban,94.2,2012,high,11906.4,11355.453387248700,low,67072.0,63968.36739816750,medium,19.6,large
belmont,260000,Suburban,85.6,2012,low,12259.18,11691.909145996400,low,79143.0,75480.80422520830,high,21.3,large
berkley,270000,Rural,90.5,2012,high,11088.71,10575.600477870600,low,65689.0,62649.36316224700,low,18.1,medium
berkshire hills,6180000,Rural,89.9,2012,medium,15632.35,14908.991950392800,medium,66982.0,63882.53198151330,medium,17.0,medium
berlin,280000,Suburban,91.7,2012,high,16383.64,15625.517396817100,medium,78178.0,74560.45781330420,high,14.0,small
berlin-boylston,6200000,Suburban,91.7,2012,high,14951.9,14260.028514143900,medium,57825.0,55149.25520036730,low,16.3,small
beverly,300000,Suburban,89.4,2012,medium,12817.63,12224.517906336100,low,68742.0,65561.09124053010,medium,21.0,large
billerica,310000,Suburban,90.9,2012,high,12872.3,12276.658153319300,low,66687.0,63601.182560257600,medium,20.0,large
blackstone valley regional vocational technical,8050000,Suburban,84.5,2012,low,17131.43,16338.704799260300,medium,72563.0,69205.28154092960,medium,17.1,medium
blackstone-millville,6220000,Suburban,87.9,2012,medium,10800.5,10300.726861938000,low,62674.0,59773.87670432900,low,19.8,large
blue hills regional vocational technical,8060000,Rural,94.9,2012,high,21208.72,20227.325754485700,high,75693.0,72190.44658679470,high,18.0,medium
boston,350000,Urban,86.7,2012,medium,17935.91,17105.95897692730,high,81963.0,78170.31394704210,high,17.7,medium
bourne,360000,Suburban,92.4,2012,high,13629.46,12998.78197636310,low,73392.0,69995.9211010006,medium,18.1,medium
boxborough,370000,Suburban,89.2,2012,medium,15527.01,14808.526363833200,medium,84381.0,80476.42547448680,high,19.7,large
boxford,380000,Rural,91.2,2012,high,13335.41,12718.338595616600,low,72217.0,68875.29205023650,medium,16.3,small
boylston,390000,Suburban,93.3,2012,high,13408.57,12788.113252088000,low,72165.0,68825.6982539474,medium,17.4,medium
braintree,400000,Suburban,93.0,2012,high,11563.65,11028.563508823700,low,67203.0,64093.30561574210,medium,18.5,medium
brewster,410000,Suburban,91.3,2012,high,17748.0,16926.744164221700,high,76548.0,73005.88304501030,high,18.9,medium
bridgewater-raynham,6250000,Suburban,91.0,2012,high,11563.88,11028.782865999500,low,75161.0,71683.06390168280,high,22.7,large
brimfield,430000,Rural,82.4,2012,low,13626.08,12995.558379604300,low,58694.0,55978.043834506900,low,15.1,small
bristol county agricultural,9100000,Rural,94.1,2012,high,19694.78,18783.44052460170,high,61098.0,58270.80318602760,low,18.6,medium
bristol-plymouth regional vocational technical,8100000,Suburban,95.6,2012,high,16827.83,16049.15332707990,medium,77908.0,74302.95156334140,high,17.8,medium
brockton,440000,Suburban,91.2,2012,high,12999.34,12397.819612561100,low,77804.0,74203.76397076320,high,19.9,large
brookfield,450000,Rural,96.2,2012,high,11385.68,10858.828741024100,low,60154.0,57370.48503800950,low,18.2,medium
brookline,460000,Suburban,89.3,2012,medium,16625.83,15856.500503033700,medium,85867.0,81893.66357613390,high,17.7,medium
burlington,480000,Suburban,90.5,2012,high,15893.08,15157.657152440200,medium,87166.0,83132.5547565105,high,18.8,medium
cambridge,490000,Urban,82.2,2012,low,27018.02,25767.811154148400,high,77309.0,73731.66917916470,high,15.9,small
canton,500000,Suburban,91.4,2012,high,13152.82,12544.197609762100,low,71577.0,68264.90686513950,medium,19.9,large
cape cod regional vocational technical,8150000,Suburban,88.7,2012,medium,21410.39,20419.663848670900,high,71245.0,67948.26955037050,medium,14.0,small
carlisle,510000,Rural,96.6,2012,high,16614.04,15845.256063452000,medium,85406.0,81453.99549749370,high,19.8,large
carver,520000,Rural,86.9,2012,medium,12473.69,11896.493092957500,low,68820.0,65635.48193496380,medium,19.7,large
central berkshire,6350000,Rural,92.6,2012,high,13282.35,12667.733848864700,low,62124.0,59249.32693588620,low,16.8,medium
chelmsford,560000,Suburban,89.2,2012,medium,11751.35,11207.578038890400,low,67650.0,64519.62151845830,medium,19.9,large
chelsea,570000,Suburban,83.5,2012,low,13533.46,12907.224198598600,low,66165.0,63103.33714366290,low,21.2,large
chesterfield-goshen,6320000,Rural,94.1,2012,high,11596.67,11060.055569467300,low,57150.0,54505.48957546030,low,19.4,large
chicopee,610000,Suburban,90.1,2012,medium,12736.22,12146.875003338000,low,62990.0,60075.25438947060,low,18.2,medium
clarksburg,630000,Suburban,100.0,2012,high,12841.17,12246.96863642540,low,54811.0,52274.722469301100,low,20.4,large
clinton,640000,Suburban,88.6,2012,medium,11273.45,10751.791976456200,low,71564.0,68252.50841606720,medium,18.2,medium
cohasset,650000,Suburban,89.7,2012,medium,13523.51,12897.734616424000,low,72168.0,68828.55943450260,medium,20.6,large
concord,670000,Suburban,90.2,2012,medium,16892.91,16111.22187058950,medium,84883.0,80955.19635404720,high,17.1,medium
